Date,High_WST,Low_WST,Open_WST,Close_WST,Volume_WST
2000-11-13,5.4375,5.28125,5.28125,5.4375,37200
2000-11-14,5.6875,5.453125,5.453125,5.65625,81200
2000-11-15,5.78125,5.625,5.65625,5.78125,38000
2000-11-16,5.8125,5.46875,5.5,5.8125,278000
2000-11-17,5.796875,5.71875,5.75,5.75,95200
2000-11-20,5.796875,5.75,5.75,5.78125,122800
2000-11-21,5.796875,5.75,5.78125,5.78125,81200
2000-11-22,5.796875,5.75,5.78125,5.796875,21200
2000-11-24,5.8125,5.75,5.8125,5.765625,17200
2000-11-27,5.78125,5.734375,5.734375,5.765625,24400
2000-11-28,5.875,5.75,5.75,5.765625,61600
2000-11-29,5.765625,5.75,5.765625,5.765625,5200
2000-11-30,5.84375,5.6875,5.765625,5.6875,57200
2000-12-01,5.671875,5.625,5.65625,5.671875,22000
2000-12-04,5.703125,5.640625,5.671875,5.640625,35200
2000-12-05,5.828125,5.640625,5.640625,5.828125,24400
2000-12-06,5.828125,5.78125,5.828125,5.796875,29200
2000-12-07,5.859375,5.78125,5.78125,5.859375,9600
2000-12-08,6.125,5.828125,5.828125,6.125,74800
2000-12-11,6.140625,6.078125,6.125,6.125,74400
2000-12-12,6.125,6.0625,6.125,6.0625,26400
2000-12-13,6.078125,6.0,6.015625,6.03125,186000
2000-12-14,6.0625,6.015625,6.03125,6.03125,19600
2000-12-15,6.046875,6.0,6.03125,6.03125,64800
2000-12-18,6.109375,6.015625,6.015625,6.109375,22400
2000-12-19,6.109375,6.03125,6.109375,6.109375,66800
2000-12-20,6.125,5.875,6.109375,5.9375,180800
2000-12-21,5.921875,5.90625,5.90625,5.921875,9600
2000-12-22,6.125,5.90625,5.921875,6.125,40800
2000-12-26,6.1875,6.125,6.125,6.15625,13600
2000-12-27,6.109375,6.03125,6.03125,6.109375,114400
2000-12-28,6.25,6.109375,6.109375,6.25,70800
2000-12-29,6.25,6.140625,6.15625,6.140625,75200
2001-01-02,6.171875,6.125,6.15625,6.125,43200
2001-01-03,6.375,6.125,6.125,6.375,78800
2001-01-04,6.375,6.296875,6.375,6.359375,71600
2001-01-05,6.359375,6.3125,6.328125,6.3125,37200
2001-01-08,6.296875,6.1875,6.28125,6.25,38400
2001-01-09,6.3125,6.203125,6.265625,6.28125,36800
2001-01-10,6.328125,6.25,6.28125,6.328125,48800
2001-01-11,6.34375,6.296875,6.328125,6.328125,55600
2001-01-12,6.3125,6.265625,6.3125,6.28125,32400
2001-01-16,6.328125,6.25,6.25,6.28125,60000
2001-01-17,6.421875,6.25,6.28125,6.28125,110400
2001-01-18,6.296875,6.234375,6.25,6.25,102400
2001-01-19,6.25,6.15625,6.25,6.15625,62000
2001-01-22,6.21875,6.09375,6.09375,6.21875,26400
2001-01-23,6.28125,6.125,6.15625,6.28125,71200
2001-01-24,6.25,6.171875,6.25,6.171875,40400
2001-01-25,6.1875,6.125,6.15625,6.125,16000
2001-01-26,6.15625,6.125,6.125,6.125,18000
2001-01-29,6.162499904632568,6.125,6.125,6.162499904632568,36800
2001-01-30,6.125,5.987500190734863,6.122499942779541,5.989999771118164,81200
2001-01-31,6.045000076293945,5.90500020980835,5.974999904632568,6.042500019073486,267600
2001-02-01,6.03249979019165,6.0,6.03249979019165,6.014999866485596,35200
2001-02-02,6.09250020980835,6.0,6.0,6.0,77600
2001-02-05,6.025000095367432,6.012499809265137,6.025000095367432,6.019999980926514,30800
2001-02-06,6.09250020980835,6.045000076293945,6.045000076293945,6.09250020980835,134000
2001-02-07,6.5,6.099999904632568,6.105000019073486,6.4375,120800
2001-02-08,6.539999961853027,6.292500019073486,6.375,6.539999961853027,160000
2001-02-09,6.525000095367432,6.287499904632568,6.525000095367432,6.297500133514404,53600
2001-02-12,6.3125,6.275000095367432,6.287499904632568,6.3125,61200
2001-02-13,6.400000095367432,6.3125,6.3125,6.364999771118164,58000
2001-02-14,6.387499809265137,6.362500190734863,6.362500190734863,6.387499809265137,14800
2001-02-15,6.425000190734863,6.382500171661377,6.387499809265137,6.425000190734863,29600
2001-02-16,6.462500095367432,6.387499809265137,6.434999942779541,6.387499809265137,52000
2001-02-20,6.425000190734863,6.362500190734863,6.400000095367432,6.364999771118164,50400
2001-02-21,6.387499809265137,6.264999866485596,6.364999771118164,6.267499923706055,38800
2001-02-22,6.292500019073486,6.175000190734863,6.292500019073486,6.182499885559082,54800
2001-02-23,6.207499980926514,6.119999885559082,6.184999942779541,6.159999847412109,20800
2001-02-26,6.375,6.159999847412109,6.159999847412109,6.375,75200
2001-02-27,6.387499809265137,6.337500095367432,6.387499809265137,6.337500095367432,30000
2001-02-28,6.3125,6.235000133514404,6.3125,6.275000095367432,38800
2001-03-01,6.275000095367432,6.212500095367432,6.262499809265137,6.227499961853027,49600
2001-03-02,6.28000020980835,6.224999904632568,6.237500190734863,6.275000095367432,16000
2001-03-05,6.28249979019165,6.199999809265137,6.275000095367432,6.199999809265137,89200
2001-03-06,6.349999904632568,6.224999904632568,6.224999904632568,6.349999904632568,56800
2001-03-07,6.537499904632568,6.300000190734863,6.375,6.3125,130400
2001-03-08,6.300000190734863,6.175000190734863,6.300000190734863,6.224999904632568,52800
2001-03-09,6.237500190734863,6.162499904632568,6.21999979019165,6.164999961853027,26000
2001-03-12,6.150000095367432,6.0625,6.150000095367432,6.0625,52800
2001-03-13,6.099999904632568,6.0,6.082499980926514,6.074999809265137,35200
2001-03-14,6.1875,6.050000190734863,6.074999809265137,6.050000190734863,53200
2001-03-15,6.112500190734863,5.974999904632568,6.112500190734863,5.974999904632568,68800
2001-03-16,6.050000190734863,5.925000190734863,6.025000095367432,5.949999809265137,78800
2001-03-19,6.150000095367432,5.949999809265137,5.962500095367432,6.150000095367432,34400
2001-03-20,6.139999866485596,6.010000228881836,6.137499809265137,6.010000228881836,31600
2001-03-21,5.987500190734863,5.849999904632568,5.987500190734863,5.849999904632568,45600
2001-03-22,5.849999904632568,5.724999904632568,5.849999904632568,5.775000095367432,70000
2001-03-23,5.807499885559082,5.762499809265137,5.775000095367432,5.78249979019165,22400
2001-03-26,5.800000190734863,5.724999904632568,5.775000095367432,5.724999904632568,35200
2001-03-27,5.775000095367432,5.6875,5.724999904632568,5.769999980926514,61600
2001-03-28,5.78000020980835,5.737500190734863,5.78000020980835,5.775000095367432,60800
2001-03-29,5.775000095367432,5.724999904632568,5.772500038146973,5.775000095367432,101600
2001-03-30,5.837500095367432,5.742499828338623,5.75,5.837500095367432,72000
2001-04-02,5.837500095367432,5.737500190734863,5.837500095367432,5.737500190734863,69200
2001-04-03,5.735000133514404,5.712500095367432,5.724999904632568,5.724999904632568,18400
2001-04-04,5.739999771118164,5.699999809265137,5.727499961853027,5.732500076293945,7600
2001-04-05,5.925000190734863,5.735000133514404,5.735000133514404,5.925000190734863,104000
2001-04-06,5.900000095367432,5.800000190734863,5.900000095367432,5.800000190734863,41600
2001-04-09,5.849999904632568,5.802499771118164,5.802499771118164,5.849999904632568,11200
2001-04-10,5.875,5.829999923706055,5.849999904632568,5.862500190734863,158000
2001-04-11,6.0,5.862500190734863,5.875,5.974999904632568,69200
2001-04-12,6.1875,5.96999979019165,5.96999979019165,6.1875,58800
2001-04-16,6.162499904632568,6.130000114440918,6.147500038146973,6.150000095367432,14000
2001-04-17,6.25,6.15500020980835,6.15500020980835,6.25,30800
2001-04-18,6.287499904632568,6.175000190734863,6.267499923706055,6.25,53200
2001-04-19,6.452499866485596,6.224999904632568,6.25,6.452499866485596,92000
2001-04-20,6.554999828338623,6.387499809265137,6.445000171661377,6.474999904632568,110800
2001-04-23,6.5625,6.487500190734863,6.487500190734863,6.5,141600
2001-04-24,6.599999904632568,6.512499809265137,6.525000095367432,6.599999904632568,196400
2001-04-25,6.775000095367432,6.612500190734863,6.612500190734863,6.775000095367432,39200
2001-04-26,6.787499904632568,6.722499847412109,6.787499904632568,6.724999904632568,62000
2001-04-27,6.75,6.6875,6.6875,6.75,48000
2001-04-30,6.900000095367432,6.84250020980835,6.900000095367432,6.887499809265137,250000
2001-05-01,6.887499809265137,6.802499771118164,6.887499809265137,6.862500190734863,111600
2001-05-02,6.787499904632568,6.587500095367432,6.787499904632568,6.6875,77200
2001-05-03,6.6875,6.5625,6.6875,6.574999809265137,88800
2001-05-04,6.724999904632568,6.574999809265137,6.574999809265137,6.724999904632568,35600
2001-05-07,6.525000095367432,6.462500095367432,6.5,6.462500095367432,82000
2001-05-08,6.567500114440918,6.462500095367432,6.474999904632568,6.5625,61600
2001-05-09,6.630000114440918,6.537499904632568,6.537499904632568,6.612500190734863,142800
2001-05-10,6.637499809265137,6.599999904632568,6.637499809265137,6.637499809265137,148000
2001-05-11,6.650000095367432,6.625,6.650000095367432,6.630000114440918,19200
2001-05-14,6.647500038146973,6.617499828338623,6.630000114440918,6.625,36000
2001-05-15,6.650000095367432,6.625,6.627500057220459,6.650000095367432,46800
2001-05-16,6.78000020980835,6.650000095367432,6.650000095367432,6.75,65600
2001-05-17,6.787499904632568,6.744999885559082,6.762499809265137,6.75,18000
2001-05-18,6.739999771118164,6.675000190734863,6.737500190734863,6.675000190734863,12400
2001-05-21,6.6875,6.625,6.6875,6.675000190734863,57600
2001-05-22,6.737500190734863,6.6875,6.6875,6.724999904632568,53600
2001-05-23,6.744999885559082,6.625,6.737500190734863,6.625,108800
2001-05-24,6.699999809265137,6.622499942779541,6.625,6.699999809265137,307600
2001-05-25,6.75,6.699999809265137,6.699999809265137,6.737500190734863,24800
2001-05-29,6.762499809265137,6.724999904632568,6.744999885559082,6.732500076293945,152400
2001-05-30,6.732500076293945,6.712500095367432,6.732500076293945,6.722499847412109,76400
2001-05-31,6.75,6.724999904632568,6.724999904632568,6.727499961853027,36000
2001-06-01,6.8125,6.727499961853027,6.739999771118164,6.8125,230800
2001-06-04,6.824999809265137,6.800000190734863,6.800000190734863,6.824999809265137,19200
2001-06-05,6.84250020980835,6.787499904632568,6.824999809265137,6.8125,66400
2001-06-06,6.822500228881836,6.762499809265137,6.822500228881836,6.762499809265137,22800
2001-06-07,6.792500019073486,6.775000095367432,6.775000095367432,6.789999961853027,15200
2001-06-08,6.75,6.712500095367432,6.75,6.712500095367432,19200
2001-06-11,6.715000152587891,6.699999809265137,6.710000038146973,6.702499866485596,18400
2001-06-12,6.817500114440918,6.712500095367432,6.712500095367432,6.809999942779541,30800
2001-06-13,6.804999828338623,6.699999809265137,6.800000190734863,6.699999809265137,27600
2001-06-14,6.6875,6.630000114440918,6.6875,6.630000114440918,21200
2001-06-15,6.644999980926514,6.59499979019165,6.630000114440918,6.599999904632568,43200
2001-06-18,6.632500171661377,6.5625,6.599999904632568,6.5625,17600
2001-06-19,6.599999904632568,6.5,6.599999904632568,6.5,93200
2001-06-20,6.625,6.5,6.512499809265137,6.625,93200
2001-06-21,6.6875,6.625,6.632500171661377,6.647500038146973,70400
2001-06-22,6.644999980926514,6.537499904632568,6.637499809265137,6.537499904632568,79200
2001-06-25,6.550000190734863,6.525000095367432,6.537499904632568,6.525000095367432,19600
2001-06-26,6.557499885559082,6.53000020980835,6.537499904632568,6.552499771118164,48000
2001-06-27,6.582499980926514,6.512499809265137,6.550000190734863,6.5625,55200
2001-06-28,6.675000190734863,6.567500114440918,6.574999809265137,6.675000190734863,60400
2001-06-29,6.775000095367432,6.695000171661377,6.699999809265137,6.75,190800
2001-07-02,6.75,6.704999923706055,6.75,6.724999904632568,39600
2001-07-03,6.730000019073486,6.659999847412109,6.730000019073486,6.675000190734863,136800
2001-07-05,6.670000076293945,6.574999809265137,6.662499904632568,6.574999809265137,236400
2001-07-06,6.570000171661377,6.4375,6.570000171661377,6.4375,38800
2001-07-09,6.474999904632568,6.425000190734863,6.425000190734863,6.474999904632568,60800
2001-07-10,6.472499847412109,6.425000190734863,6.472499847412109,6.425000190734863,27600
2001-07-11,6.4375,6.287499904632568,6.4375,6.362500190734863,66400
2001-07-12,6.400000095367432,6.324999809265137,6.337500095367432,6.400000095367432,29600
2001-07-13,6.5,6.207499980926514,6.5,6.275000095367432,127200
2001-07-16,6.3125,6.275000095367432,6.275000095367432,6.28249979019165,32400
2001-07-17,6.337500095367432,6.25,6.287499904632568,6.337500095367432,60400
2001-07-18,6.637499809265137,6.362500190734863,6.362500190734863,6.59499979019165,73600
2001-07-19,7.087500095367432,6.775000095367432,6.775000095367432,6.920000076293945,206800
2001-07-20,7.059999942779541,6.900000095367432,6.920000076293945,6.912499904632568,185600
2001-07-23,6.914999961853027,6.787499904632568,6.914999961853027,6.807499885559082,67600
2001-07-24,6.8125,6.78000020980835,6.807499885559082,6.78249979019165,34000
2001-07-25,6.787499904632568,6.775000095367432,6.777500152587891,6.787499904632568,94400
2001-07-26,6.8125,6.762499809265137,6.787499904632568,6.8125,104000
2001-07-27,6.8125,6.795000076293945,6.8125,6.795000076293945,5600
2001-07-30,6.787499904632568,6.730000019073486,6.787499904632568,6.742499828338623,16000
2001-07-31,6.775000095367432,6.6875,6.744999885559082,6.699999809265137,38800
2001-08-01,6.724999904632568,6.682499885559082,6.697500228881836,6.724999904632568,34000
2001-08-02,6.704999923706055,6.675000190734863,6.695000171661377,6.704999923706055,30000
2001-08-03,6.727499961853027,6.6875,6.699999809265137,6.699999809265137,24000
2001-08-06,6.737500190734863,6.699999809265137,6.699999809265137,6.732500076293945,36800
2001-08-07,6.75,6.71750020980835,6.71999979019165,6.744999885559082,18800
2001-08-08,6.730000019073486,6.712500095367432,6.724999904632568,6.712500095367432,30800
2001-08-09,6.71999979019165,6.6875,6.712500095367432,6.71999979019165,14000
2001-08-10,6.762499809265137,6.737500190734863,6.75,6.739999771118164,26800
2001-08-13,6.737500190734863,6.625,6.724999904632568,6.692500114440918,42400
2001-08-14,6.78000020980835,6.697500228881836,6.699999809265137,6.775000095367432,29600
2001-08-15,6.739999771118164,6.602499961853027,6.737500190734863,6.639999866485596,85600
2001-08-16,6.65500020980835,6.632500171661377,6.644999980926514,6.65500020980835,9200
2001-08-17,6.659999847412109,6.637499809265137,6.650000095367432,6.642499923706055,11600
2001-08-20,6.662499904632568,6.627500057220459,6.650000095367432,6.662499904632568,14400
2001-08-21,6.650000095367432,6.622499942779541,6.650000095367432,6.644999980926514,50000
2001-08-22,6.650000095367432,6.612500190734863,6.650000095367432,6.612500190734863,18800
2001-08-23,6.619999885559082,6.550000190734863,6.612500190734863,6.550000190734863,28400
2001-08-24,6.550000190734863,6.545000076293945,6.550000190734863,6.545000076293945,53200
2001-08-27,6.545000076293945,6.460000038146973,6.545000076293945,6.460000038146973,53600
2001-08-28,6.507500171661377,6.454999923706055,6.462500095367432,6.5,91200
2001-08-29,6.512499809265137,6.474999904632568,6.5,6.474999904632568,170000
2001-08-30,6.487500190734863,6.449999809265137,6.480000019073486,6.482500076293945,19600
2001-08-31,6.494999885559082,6.425000190734863,6.492499828338623,6.425000190734863,20000
2001-09-04,6.452499866485596,6.422500133514404,6.425000190734863,6.452499866485596,43200
