Date,High_WAB,Low_WAB,Open_WAB,Close_WAB,Volume_WAB
2000-03-30,5.4375,5.15625,5.21875,5.3125,150200
2000-03-31,5.84375,5.28125,5.375,5.3125,374400
2000-04-03,5.6875,5.28125,5.28125,5.625,147800
2000-04-04,5.5625,5.375,5.5625,5.4375,195200
2000-04-05,5.46875,5.375,5.46875,5.46875,131600
2000-04-06,5.78125,5.5,5.5,5.5,84800
2000-04-07,5.71875,5.625,5.71875,5.65625,155400
2000-04-10,5.59375,5.3125,5.59375,5.3125,328000
2000-04-11,5.4375,5.3125,5.3125,5.40625,235800
2000-04-12,5.875,5.34375,5.40625,5.71875,280200
2000-04-13,5.6875,5.5,5.59375,5.53125,178800
2000-04-14,5.65625,5.40625,5.5,5.59375,270800
2000-04-17,5.78125,5.4375,5.53125,5.78125,128200
2000-04-18,6.125,5.75,5.75,6.125,177000
2000-04-19,6.09375,5.875,6.09375,6.0,401800
2000-04-20,6.0,5.3125,6.0,5.34375,350800
2000-04-24,5.53125,5.0625,5.3125,5.4375,314600
2000-04-25,5.8125,5.5625,5.5625,5.78125,218600
2000-04-26,5.71875,5.5625,5.71875,5.65625,49200
2000-04-27,5.46875,5.3125,5.3125,5.46875,265400
2000-04-28,5.65625,5.3125,5.375,5.65625,265800
2000-05-01,5.9375,5.59375,5.59375,5.9375,74000
2000-05-02,5.9375,5.8125,5.875,5.84375,170800
2000-05-03,5.9375,5.84375,5.84375,5.9375,75800
2000-05-04,6.25,5.9375,5.9375,6.25,147400
2000-05-05,6.375,6.25,6.28125,6.28125,53200
2000-05-08,6.21875,5.875,6.21875,6.0,137800
2000-05-09,6.0625,5.625,5.9375,6.0,103200
2000-05-10,6.0625,5.84375,5.9375,6.03125,173400
2000-05-11,6.3125,5.96875,6.0,6.0625,156600
2000-05-12,6.09375,5.8125,6.0625,5.8125,129400
2000-05-15,6.0,5.625,5.8125,6.0,217200
2000-05-16,6.1875,5.9375,6.0,5.96875,56600
2000-05-17,6.0,5.5,5.96875,5.5,141400
2000-05-18,5.65625,5.5,5.5625,5.5625,122000
2000-05-19,5.625,5.5,5.5,5.625,36600
2000-05-22,5.625,5.46875,5.59375,5.53125,128200
2000-05-23,5.59375,5.46875,5.53125,5.46875,93800
2000-05-24,5.59375,5.46875,5.46875,5.5625,111800
2000-05-25,5.5625,5.5,5.5625,5.5,73400
2000-05-26,5.59375,5.5,5.5,5.59375,142200
2000-05-30,5.65625,5.53125,5.65625,5.59375,73200
2000-05-31,5.625,5.53125,5.53125,5.539062976837158,95200
2000-06-01,5.71875,5.632812976837158,5.6875,5.632812976837158,44600
2000-06-02,5.75,5.679687976837158,5.75,5.71875,165200
2000-06-05,5.71875,5.625,5.6875,5.640625,524000
2000-06-06,5.6875,5.59375,5.59375,5.625,157800
2000-06-07,5.6875,5.5625,5.5625,5.6875,56200
2000-06-08,5.6875,5.53125,5.6875,5.625,95200
2000-06-09,5.8125,5.65625,5.65625,5.78125,117400
2000-06-12,5.78125,5.710937976837158,5.75,5.75,87600
2000-06-13,5.78125,5.71875,5.75,5.71875,103200
2000-06-14,5.78125,5.46875,5.6875,5.5,111600
2000-06-15,5.5625,5.375,5.5,5.4375,83600
2000-06-16,5.625,5.4375,5.5,5.46875,163000
2000-06-19,5.5,5.375,5.46875,5.46875,88400
2000-06-20,5.46875,5.25,5.46875,5.25,68200
2000-06-21,5.34375,5.1875,5.25,5.21875,59400
2000-06-22,5.28125,5.1875,5.21875,5.28125,87800
2000-06-23,5.25,4.875,5.21875,4.9375,260600
2000-06-26,5.0,4.875,4.96875,4.875,95400
2000-06-27,5.03125,4.84375,4.84375,4.875,114800
2000-06-28,4.84375,4.75,4.78125,4.78125,117400
2000-06-29,4.78125,4.71875,4.75,4.75,153400
2000-06-30,5.1875,4.625,4.71875,5.1875,380800
2000-07-03,5.125,5.015625,5.125,5.0625,41400
2000-07-05,5.15625,4.9375,5.125,4.9375,59600
2000-07-06,5.0,4.84375,4.9375,5.0,54800
2000-07-07,5.0625,4.953125,5.0,5.0625,57000
2000-07-10,5.03125,5.0,5.0,5.03125,90600
2000-07-11,5.09375,5.0,5.03125,5.0,52600
2000-07-12,5.34375,5.0,5.0,5.34375,154200
2000-07-13,5.4375,5.3125,5.3125,5.40625,53000
2000-07-14,5.46875,5.09375,5.46875,5.21875,165000
2000-07-17,5.28125,5.1875,5.21875,5.21875,46200
2000-07-18,5.34375,5.15625,5.15625,5.34375,70600
2000-07-19,5.3125,5.15625,5.28125,5.25,29000
2000-07-20,5.03125,4.9375,4.9375,4.96875,42600
2000-07-21,5.0625,4.875,4.96875,5.0625,79600
2000-07-24,5.09375,4.78125,5.09375,4.78125,331400
2000-07-25,4.84375,4.78125,4.8125,4.8125,247000
2000-07-26,4.875,4.8125,4.8125,4.84375,288800
2000-07-27,4.875,4.8125,4.8125,4.875,390000
2000-07-28,4.875,4.8125,4.84375,4.8125,53400
2000-07-31,5.0625,4.8125,4.8125,5.03125,297400
2000-08-01,5.21875,4.9375,5.0625,4.9375,593600
2000-08-02,5.0625,4.96875,5.0,5.0,448400
2000-08-03,5.09375,4.9375,4.9375,5.0625,20400
2000-08-04,5.125,5.03125,5.0625,5.09375,50800
2000-08-07,5.25,5.09375,5.09375,5.15625,67600
2000-08-08,5.3125,5.125,5.125,5.3125,67200
2000-08-09,5.5,5.28125,5.34375,5.4375,74800
2000-08-10,5.46875,5.3125,5.375,5.4375,59000
2000-08-11,5.4375,5.28125,5.34375,5.4375,36000
2000-08-14,5.375,5.125,5.375,5.34375,40600
2000-08-15,5.34375,5.25,5.3125,5.3125,8000
2000-08-16,5.5,5.25,5.25,5.4375,87600
2000-08-17,5.375,5.21875,5.3125,5.375,46200
2000-08-18,5.34375,5.1875,5.1875,5.28125,483800
2000-08-21,5.5625,5.28125,5.28125,5.5,165400
2000-08-22,5.46875,5.40625,5.46875,5.40625,34200
2000-08-23,5.34375,5.21875,5.34375,5.25,161000
2000-08-24,5.34375,5.21875,5.21875,5.28125,15000
2000-08-25,5.28125,5.21875,5.28125,5.21875,477400
2000-08-28,5.375,5.28125,5.3125,5.3125,52800
2000-08-29,5.375,5.25,5.375,5.28125,85400
2000-08-30,5.3125,5.25,5.3125,5.28125,129600
2000-08-31,5.296875,5.15625,5.28125,5.1875,83400
2000-09-01,5.3125,5.1875,5.1875,5.25,80400
2000-09-05,5.3125,5.21875,5.25,5.28125,141000
2000-09-06,5.3125,5.25,5.28125,5.3125,48200
2000-09-07,5.375,5.3125,5.3125,5.34375,98400
2000-09-08,5.34375,5.28125,5.34375,5.28125,24800
2000-09-11,5.5,5.28125,5.34375,5.34375,63600
2000-09-12,5.34375,5.21875,5.25,5.25,170600
2000-09-13,5.34375,5.25,5.3125,5.3125,197000
2000-09-14,5.3125,5.15625,5.28125,5.15625,83000
2000-09-15,5.3125,5.09375,5.09375,5.1875,177000
2000-09-18,5.25,5.09375,5.15625,5.15625,118200
2000-09-19,5.21875,5.15625,5.21875,5.21875,119800
2000-09-20,5.21875,5.1875,5.21875,5.21875,28200
2000-09-21,5.21875,5.15625,5.15625,5.15625,59000
2000-09-22,5.21875,5.0625,5.125,5.09375,94800
2000-09-25,5.125,5.03125,5.09375,5.0625,22200
2000-09-26,5.125,5.03125,5.0625,5.125,133200
2000-09-27,5.09375,5.03125,5.0625,5.0625,175200
2000-09-28,5.09375,4.875,5.09375,5.03125,173200
2000-09-29,5.0625,4.625,5.0,5.03125,479600
2000-10-02,5.03125,4.5625,4.9375,4.5625,169000
2000-10-03,4.71875,4.59375,4.59375,4.65625,264400
2000-10-04,4.65625,4.4375,4.65625,4.59375,397400
2000-10-05,4.625,4.5,4.625,4.5625,297000
2000-10-06,4.625,4.34375,4.625,4.46875,773000
2000-10-09,4.5,4.375,4.40625,4.5,260000
2000-10-10,4.53125,3.90625,4.5,4.25,203200
2000-10-11,4.4375,4.1875,4.25,4.25,240200
2000-10-12,4.375,4.21875,4.25,4.21875,98400
2000-10-13,4.3125,4.1875,4.21875,4.1875,199400
2000-10-16,4.40625,4.21875,4.25,4.40625,82800
2000-10-17,4.5625,4.125,4.46875,4.1875,316600
2000-10-18,4.21875,4.0625,4.125,4.15625,233200
2000-10-19,4.6875,4.15625,4.15625,4.6875,77000
2000-10-20,5.0625,4.625,4.625,5.0625,70600
2000-10-23,5.15625,4.9375,5.0,5.0,116600
2000-10-24,4.96875,4.8125,4.9375,4.90625,61800
2000-10-25,4.875,4.8125,4.875,4.875,40600
2000-10-26,4.96875,4.71875,4.84375,4.8125,101200
2000-10-27,4.875,4.71875,4.71875,4.875,38600
2000-10-30,4.875,4.78125,4.8125,4.84375,25600
2000-10-31,5.0625,4.8125,4.84375,5.0625,76000
2000-11-01,5.0,4.8125,5.0,4.84375,95000
2000-11-02,5.09375,4.71875,4.84375,4.78125,139200
2000-11-03,4.90625,4.65625,4.71875,4.90625,85400
2000-11-06,4.9375,4.84375,4.90625,4.9375,53400
2000-11-07,5.0,4.9375,4.9375,5.0,49600
2000-11-08,5.0625,4.90625,5.0,4.90625,58400
2000-11-09,5.0,4.875,4.875,5.0,71400
2000-11-10,5.03125,4.9375,5.0,4.96875,29800
2000-11-13,5.125,4.90625,4.9375,4.9375,92000
2000-11-14,5.0625,4.9375,5.0625,5.03125,38600
2000-11-15,5.1875,5.0625,5.0625,5.1875,22600
2000-11-16,5.3125,5.109375,5.1875,5.15625,502200
2000-11-17,5.375,5.1875,5.21875,5.1875,185000
2000-11-20,5.125,4.90625,5.125,4.90625,26000
2000-11-21,5.0625,4.8125,4.875,4.90625,188000
2000-11-22,4.96875,4.59375,4.59375,4.96875,195000
2000-11-24,5.09375,4.96875,4.96875,5.09375,12400
2000-11-27,5.09375,4.9375,5.09375,4.96875,142200
2000-11-28,4.96875,4.875,4.9375,4.875,142600
2000-11-29,4.9375,4.5625,4.9375,4.5625,482000
2000-11-30,4.65625,4.40625,4.65625,4.5,156600
2000-12-01,4.625,4.40625,4.40625,4.625,104000
2000-12-04,4.625,4.53125,4.59375,4.53125,73600
2000-12-05,4.84375,4.6875,4.71875,4.8125,81400
2000-12-06,4.84375,4.5625,4.84375,4.75,151800
2000-12-07,4.71875,4.46875,4.6875,4.53125,70000
2000-12-08,4.625,4.53125,4.53125,4.625,89800
2000-12-11,4.71875,4.5625,4.5625,4.59375,495000
2000-12-12,4.65625,4.5625,4.625,4.59375,193400
2000-12-13,4.59375,4.5625,4.59375,4.5625,74600
2000-12-14,4.59375,4.53125,4.53125,4.59375,179800
2000-12-15,4.59375,4.53125,4.5625,4.59375,310800
2000-12-18,4.8125,4.59375,4.59375,4.8125,137200
2000-12-19,4.75,4.5625,4.75,4.6875,552600
2000-12-20,4.6875,4.5625,4.625,4.5625,767600
2000-12-21,5.0,4.5625,4.5625,4.90625,138200
2000-12-22,5.0625,4.84375,4.9375,5.0625,100400
2000-12-26,5.0,4.625,5.0,4.75,167000
2000-12-27,5.9375,4.5625,4.6875,5.9375,367000
2000-12-28,6.40625,5.625,5.875,6.375,188200
2000-12-29,6.3125,5.75,6.3125,5.875,237200
2001-01-02,5.8125,5.5,5.8125,5.625,60600
2001-01-03,5.75,5.375,5.5625,5.625,119800
2001-01-04,5.71875,5.375,5.5625,5.71875,106200
2001-01-05,5.65625,5.4375,5.65625,5.59375,38600
2001-01-08,5.65625,5.5,5.65625,5.59375,103600
2001-01-09,6.375,5.53125,5.59375,6.375,201000
2001-01-10,6.59375,6.0625,6.25,6.40625,149600
2001-01-11,6.6875,6.1875,6.34375,6.59375,83000
2001-01-12,6.71875,6.4375,6.65625,6.625,54000
2001-01-16,6.71875,6.40625,6.59375,6.71875,160600
2001-01-17,6.6875,6.15625,6.6875,6.5625,221800
2001-01-18,6.71875,6.4375,6.59375,6.59375,93800
2001-01-19,6.6875,6.59375,6.625,6.625,57200
2001-01-22,6.71875,6.625,6.6875,6.71875,78800
2001-01-23,6.71875,6.5625,6.71875,6.65625,202600
2001-01-24,6.65625,6.46875,6.65625,6.65625,25600
2001-01-25,6.625,6.46875,6.59375,6.46875,84000
2001-01-26,6.6875,6.0,6.46875,6.6875,128000
2001-01-29,6.744999885559082,6.605000019073486,6.744999885559082,6.684999942779541,131600
2001-01-30,6.699999809265137,6.480000019073486,6.699999809265137,6.494999885559082,70800
2001-01-31,6.925000190734863,6.5,6.525000095367432,6.925000190734863,487200
2001-02-01,6.875,6.449999809265137,6.875,6.730000019073486,71200
2001-02-02,6.925000190734863,6.715000152587891,6.75,6.715000152587891,157400
2001-02-05,6.775000095367432,6.630000114440918,6.715000152587891,6.75,828800
2001-02-06,6.755000114440918,6.625,6.744999885559082,6.699999809265137,133400
2001-02-07,6.795000076293945,6.675000190734863,6.675000190734863,6.795000076293945,189800
2001-02-08,6.875,6.744999885559082,6.795000076293945,6.820000171661377,83200
2001-02-09,6.820000171661377,6.625,6.820000171661377,6.739999771118164,195000
2001-02-12,6.744999885559082,6.625,6.630000114440918,6.744999885559082,48600
2001-02-13,6.744999885559082,6.5,6.744999885559082,6.614999771118164,49800
2001-02-14,6.75,6.5,6.619999885559082,6.744999885559082,200600
2001-02-15,6.945000171661377,6.75,6.795000076293945,6.875,282800
2001-02-16,6.894999980926514,6.675000190734863,6.894999980926514,6.820000171661377,124200
2001-02-20,6.849999904632568,6.574999809265137,6.815000057220459,6.75,68600
2001-02-21,6.894999980926514,6.675000190734863,6.84499979019165,6.820000171661377,205400
2001-02-22,6.849999904632568,6.800000190734863,6.849999904632568,6.820000171661377,214600
2001-02-23,6.849999904632568,6.699999809265137,6.775000095367432,6.820000171661377,155600
2001-02-26,6.945000171661377,6.824999809265137,6.824999809265137,6.945000171661377,123200
2001-02-27,7.050000190734863,6.934999942779541,6.974999904632568,7.0,256800
2001-02-28,7.099999904632568,6.949999809265137,7.050000190734863,7.0,59000
2001-03-01,7.25,7.0,7.025000095367432,7.0,394600
2001-03-02,7.175000190734863,6.945000171661377,7.0,6.949999809265137,109200
2001-03-05,6.974999904632568,6.625,6.945000171661377,6.650000095367432,97800
2001-03-06,6.78000020980835,6.369999885559082,6.675000190734863,6.78000020980835,131600
2001-03-07,6.880000114440918,6.784999847412109,6.824999809265137,6.875,21800
2001-03-08,6.900000095367432,6.804999828338623,6.824999809265137,6.885000228881836,58000
2001-03-09,6.849999904632568,6.635000228881836,6.849999904632568,6.800000190734863,41400
2001-03-12,6.800000190734863,6.0,6.75,6.224999904632568,75800
2001-03-13,6.585000038146973,6.224999904632568,6.224999904632568,6.5,77000
2001-03-14,6.449999809265137,6.349999904632568,6.449999809265137,6.349999904632568,61200
2001-03-15,6.5,6.324999809265137,6.400000095367432,6.474999904632568,84400
2001-03-16,6.625,6.150000095367432,6.625,6.230000019073486,696000
2001-03-19,6.429999828338623,6.150000095367432,6.199999809265137,6.420000076293945,54000
2001-03-20,6.5,6.244999885559082,6.400000095367432,6.244999885559082,35400
2001-03-21,6.119999885559082,5.90500020980835,6.119999885559082,6.0,115800
2001-03-22,6.050000190734863,5.625,6.050000190734863,5.994999885559082,107200
2001-03-23,6.119999885559082,5.875,5.994999885559082,6.114999771118164,314200
2001-03-26,6.244999885559082,6.065000057220459,6.065000057220459,6.239999771118164,90200
2001-03-27,6.309999942779541,6.150000095367432,6.215000152587891,6.309999942779541,36000
2001-03-28,6.264999866485596,6.099999904632568,6.260000228881836,6.264999866485596,64400
2001-03-29,6.275000095367432,6.0,6.264999866485596,6.139999866485596,58200
2001-03-30,6.400000095367432,6.090000152587891,6.090000152587891,6.349999904632568,65600
2001-04-02,6.449999809265137,6.099999904632568,6.300000190734863,6.324999809265137,116200
2001-04-03,6.275000095367432,6.0,6.275000095367432,6.0,93400
2001-04-04,6.514999866485596,6.0,6.005000114440918,6.514999866485596,196000
2001-04-05,6.880000114440918,6.400000095367432,6.514999866485596,6.869999885559082,161200
2001-04-06,6.869999885559082,6.505000114440918,6.869999885559082,6.550000190734863,24800
2001-04-09,6.675000190734863,6.5,6.5,6.599999904632568,69800
2001-04-10,6.744999885559082,6.525000095367432,6.625,6.65500020980835,51400
2001-04-11,6.989999771118164,6.514999866485596,6.699999809265137,6.599999904632568,136800
2001-04-12,6.699999809265137,6.525000095367432,6.650000095367432,6.53000020980835,14200
2001-04-16,6.550000190734863,6.5,6.53000020980835,6.539999961853027,61400
2001-04-17,6.550000190734863,6.514999866485596,6.545000076293945,6.534999847412109,220000
2001-04-18,6.525000095367432,6.449999809265137,6.5,6.519999980926514,109800
2001-04-19,6.644999980926514,6.474999904632568,6.474999904632568,6.599999904632568,113800
2001-04-20,6.625,6.574999809265137,6.599999904632568,6.585000038146973,73800
2001-04-23,6.820000171661377,6.579999923706055,6.579999923706055,6.65500020980835,126400
2001-04-24,6.75,6.625,6.704999923706055,6.625,614800
2001-04-25,6.724999904632568,6.630000114440918,6.650000095367432,6.704999923706055,100800
2001-04-26,6.730000019073486,6.699999809265137,6.699999809265137,6.724999904632568,152200
2001-04-27,6.735000133514404,6.650000095367432,6.735000133514404,6.724999904632568,50600
2001-04-30,6.724999904632568,6.550000190734863,6.675000190734863,6.679999828338623,117600
2001-05-01,6.724999904632568,6.679999828338623,6.71999979019165,6.715000152587891,176600
2001-05-02,6.75,6.675000190734863,6.75,6.71999979019165,90400
2001-05-03,6.71999979019165,6.599999904632568,6.710000038146973,6.599999904632568,59800
2001-05-04,6.619999885559082,6.514999866485596,6.619999885559082,6.619999885559082,61200
2001-05-07,6.619999885559082,6.5,6.619999885559082,6.599999904632568,303800
2001-05-08,6.579999923706055,6.539999961853027,6.574999809265137,6.550000190734863,220000
2001-05-09,6.574999809265137,6.400000095367432,6.574999809265137,6.489999771118164,236200
2001-05-10,6.545000076293945,6.414999961853027,6.494999885559082,6.494999885559082,97400
2001-05-11,6.539999961853027,6.5,6.539999961853027,6.5,109200
2001-05-14,6.650000095367432,6.505000114440918,6.519999980926514,6.559999942779541,100200
2001-05-15,6.559999942779541,6.5,6.559999942779541,6.539999961853027,55600
2001-05-16,6.724999904632568,6.505000114440918,6.574999809265137,6.514999866485596,78800
2001-05-17,6.744999885559082,6.525000095367432,6.565000057220459,6.635000228881836,439000
2001-05-18,6.804999828338623,6.610000133514404,6.619999885559082,6.75,55800
2001-05-21,6.84499979019165,6.684999942779541,6.724999904632568,6.75,61800
2001-05-22,7.099999904632568,6.670000076293945,6.699999809265137,6.949999809265137,344200
2001-05-23,6.949999809265137,6.724999904632568,6.940000057220459,6.735000133514404,103600
2001-05-24,7.0,6.599999904632568,6.739999771118164,6.699999809265137,164800
2001-05-25,6.824999809265137,6.574999809265137,6.675000190734863,6.574999809265137,42400
2001-05-29,6.675000190734863,6.574999809265137,6.574999809265137,6.599999904632568,51200
2001-05-30,6.650000095367432,6.574999809265137,6.650000095367432,6.574999809265137,35200
2001-05-31,6.724999904632568,6.525000095367432,6.574999809265137,6.525000095367432,45000
2001-06-01,6.71999979019165,6.574999809265137,6.574999809265137,6.590000152587891,47200
2001-06-04,6.675000190734863,6.5,6.574999809265137,6.619999885559082,527200
2001-06-05,6.75,6.599999904632568,6.650000095367432,6.739999771118164,301200
2001-06-06,6.75,6.625,6.75,6.71999979019165,86000
2001-06-07,6.909999847412109,6.675000190734863,6.675000190734863,6.775000095367432,66600
2001-06-08,6.849999904632568,6.699999809265137,6.75,6.704999923706055,352400
2001-06-11,6.800000190734863,6.650000095367432,6.724999904632568,6.650000095367432,40800
2001-06-12,6.84499979019165,6.574999809265137,6.650000095367432,6.800000190734863,365600
2001-06-13,6.949999809265137,6.75,6.849999904632568,6.949999809265137,203400
2001-06-14,6.949999809265137,6.75,6.925000190734863,6.75,93600
2001-06-15,6.900000095367432,6.704999923706055,6.75,6.894999980926514,146600
2001-06-18,6.90500020980835,6.5,6.90500020980835,6.614999771118164,111400
2001-06-19,6.755000114440918,6.650000095367432,6.650000095367432,6.650000095367432,114600
2001-06-20,6.75,6.599999904632568,6.599999904632568,6.730000019073486,52600
2001-06-21,6.900000095367432,6.730000019073486,6.730000019073486,6.860000133514404,99600
2001-06-22,6.820000171661377,6.5,6.809999942779541,6.614999771118164,192600
2001-06-25,6.675000190734863,6.510000228881836,6.599999904632568,6.570000171661377,140400
2001-06-26,7.425000190734863,6.510000228881836,6.570000171661377,7.425000190734863,261400
2001-06-27,7.224999904632568,6.795000076293945,7.224999904632568,7.0,137200
2001-06-28,7.355000019073486,6.949999809265137,7.0,7.105000019073486,128400
2001-06-29,7.5,7.105000019073486,7.105000019073486,7.5,255200
2001-07-02,7.474999904632568,7.25,7.449999809265137,7.25,67400
2001-07-03,7.385000228881836,7.0,7.300000190734863,7.0,39600
2001-07-05,7.304999828338623,7.0,7.050000190734863,7.085000038146973,111800
2001-07-06,7.230000019073486,7.050000190734863,7.090000152587891,7.230000019073486,35800
2001-07-09,7.175000190734863,7.050000190734863,7.175000190734863,7.150000095367432,23600
2001-07-10,7.349999904632568,7.099999904632568,7.099999904632568,7.25,78200
2001-07-11,7.255000114440918,6.925000190734863,7.255000114440918,6.949999809265137,186200
2001-07-12,7.195000171661377,6.800000190734863,6.949999809265137,7.190000057220459,169200
2001-07-13,7.190000057220459,6.945000171661377,7.190000057220459,7.09499979019165,97400
2001-07-16,7.175000190734863,7.0,7.09499979019165,7.005000114440918,140600
2001-07-17,7.09499979019165,7.0,7.005000114440918,7.025000095367432,439600
2001-07-18,7.09499979019165,6.875,6.900000095367432,6.960000038146973,90800
2001-07-19,7.130000114440918,7.0,7.0,7.130000114440918,205800
2001-07-20,7.25,7.079999923706055,7.125,7.135000228881836,162600
2001-07-23,7.199999809265137,7.119999885559082,7.135000228881836,7.175000190734863,60000
2001-07-24,7.175000190734863,7.0,7.150000095367432,7.079999923706055,115400
2001-07-25,7.175000190734863,7.074999809265137,7.125,7.15500020980835,43600
2001-07-26,7.375,7.15500020980835,7.204999923706055,7.349999904632568,122600
2001-07-27,7.349999904632568,6.925000190734863,7.349999904632568,7.260000228881836,245200
2001-07-30,7.474999904632568,7.0,7.275000095367432,7.474999904632568,99400
2001-07-31,7.619999885559082,7.25,7.425000190734863,7.25,436800
2001-08-01,7.300000190734863,6.800000190734863,7.300000190734863,6.949999809265137,116200
2001-08-02,7.099999904632568,6.945000171661377,6.949999809265137,7.099999904632568,84400
2001-08-03,7.230000019073486,6.550000190734863,7.085000038146973,7.09499979019165,187600
2001-08-06,7.050000190734863,6.824999809265137,7.050000190734863,6.929999828338623,28800
2001-08-07,6.929999828338623,6.650000095367432,6.929999828338623,6.739999771118164,84400
2001-08-08,6.795000076293945,6.574999809265137,6.704999923706055,6.579999923706055,141400
2001-08-09,6.659999847412109,6.505000114440918,6.574999809265137,6.570000171661377,132400
2001-08-10,6.599999904632568,6.550000190734863,6.565000057220459,6.570000171661377,121200
2001-08-13,6.625,6.5,6.550000190734863,6.585000038146973,129400
2001-08-14,6.920000076293945,6.590000152587891,6.590000152587891,6.875,190200
2001-08-15,6.954999923706055,6.699999809265137,6.875,6.849999904632568,507800
2001-08-16,6.84499979019165,6.650000095367432,6.829999923706055,6.775000095367432,215800
2001-08-17,6.949999809265137,6.75,6.800000190734863,6.840000152587891,143600
2001-08-20,6.855000019073486,6.755000114440918,6.849999904632568,6.855000019073486,176400
2001-08-21,7.045000076293945,6.849999904632568,6.849999904632568,6.994999885559082,119400
2001-08-22,6.980000019073486,6.800000190734863,6.974999904632568,6.885000228881836,52400
2001-08-23,6.949999809265137,6.75,6.885000228881836,6.75,47000
2001-08-24,7.050000190734863,6.739999771118164,6.755000114440918,7.050000190734863,50200
2001-08-27,7.150000095367432,6.900000095367432,7.050000190734863,6.914999961853027,134000
2001-08-28,7.139999866485596,6.914999961853027,6.914999961853027,7.135000228881836,152600
2001-08-29,7.144999980926514,6.954999923706055,7.0,7.0,256800
2001-08-30,7.090000152587891,6.71999979019165,7.005000114440918,6.724999904632568,56600
2001-08-31,6.974999904632568,6.5,6.550000190734863,6.945000171661377,202000
2001-09-04,6.940000057220459,6.5,6.925000190734863,6.5,161000
2001-09-05,6.675000190734863,6.539999961853027,6.545000076293945,6.675000190734863,180000
2001-09-06,6.695000171661377,6.550000190734863,6.625,6.695000171661377,95400
2001-09-07,6.690000057220459,6.574999809265137,6.690000057220459,6.650000095367432,82400
